Genome,,Strain,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa,strain,ESP038,fig:287.12694.peg.727,,,PATRIC.287.12694.287.12694.con.0001.CDS.759496.760536.rev,PATRIC,CDS,759496,760536,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP036,fig:287.12695.peg.2966,,,PATRIC.287.12695.287.12695.con.0006.CDS.45173.46057.fwd,PATRIC,CDS,45173,46057,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP035,fig:287.12696.peg.3989,,,PATRIC.287.12696.287.12696.con.0011.CDS.45544.46428.fwd,PATRIC,CDS,45544,46428,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP031,fig:287.12697.peg.1436,,,PATRIC.287.12697.287.12697.con.0004.CDS.154740.155780.fwd,PATRIC,CDS,154740,155780,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP044,fig:287.12698.peg.766,,,PATRIC.287.12698.287.12698.con.0001.CDS.800954.801994.rev,PATRIC,CDS,800954,801994,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP059,fig:287.12699.peg.2226,,,PATRIC.287.12699.287.12699.con.0004.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP058,fig:287.12700.peg.1237,,,PATRIC.287.12700.287.12700.con.0003.CDS.46467.47486.fwd,PATRIC,CDS,46467,47486,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP055,fig:287.12701.peg.4432,,,PATRIC.287.12701.287.12701.con.0015.CDS.134561.135586.rev,PATRIC,CDS,134561,135586,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP053,fig:287.12702.peg.1129,,,PATRIC.287.12702.287.12702.con.0002.CDS.515669.516694.rev,PATRIC,CDS,515669,516694,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP050,fig:287.12703.peg.2483,,,PATRIC.287.12703.287.12703.con.0004.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP047,fig:287.12704.peg.3987,,,PATRIC.287.12704.287.12704.con.0009.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP043,fig:287.12706.peg.3576,,,PATRIC.287.12706.287.12706.con.0008.CDS.40167.41186.fwd,PATRIC,CDS,40167,41186,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP064,fig:287.12707.peg.1125,,,PATRIC.287.12707.287.12707.con.0003.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP066,fig:287.12708.peg.4271,,,PATRIC.287.12708.287.12708.con.0010.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP068,fig:287.12710.peg.1681,,,PATRIC.287.12710.287.12710.con.0004.CDS.9216.10241.fwd,PATRIC,CDS,9216,10241,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP070,fig:287.12711.peg.1306,,,PATRIC.287.12711.287.12711.con.0003.CDS.39154.40179.fwd,PATRIC,CDS,39154,40179,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP072,fig:287.12712.peg.1378,,,PATRIC.287.12712.287.12712.con.0003.CDS.44465.45484.fwd,PATRIC,CDS,44465,45484,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP063,fig:287.12713.peg.3954,,,PATRIC.287.12713.287.12713.con.0009.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP060,fig:287.12714.peg.5120,,,PATRIC.287.12714.287.12714.con.0022.CDS.9797.10837.fwd,PATRIC,CDS,9797,10837,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP061,fig:287.12715.peg.4382,,,PATRIC.287.12715.287.12715.con.0010.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP046,fig:287.12716.peg.2023,,,PATRIC.287.12716.287.12716.con.0002.CDS.778781.779806.rev,PATRIC,CDS,778781,779806,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP057,fig:287.12717.peg.2225,,,PATRIC.287.12717.287.12717.con.0004.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP069,fig:287.12718.peg.1220,,,PATRIC.287.12718.287.12718.con.0003.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP067,fig:287.12719.peg.2059,,,PATRIC.287.12719.287.12719.con.0004.CDS.40431.41471.fwd,PATRIC,CDS,40431,41471,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP073,fig:287.12720.peg.1377,,,PATRIC.287.12720.287.12720.con.0003.CDS.44465.45484.fwd,PATRIC,CDS,44465,45484,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP076,fig:287.12721.peg.1555,,,PATRIC.287.12721.287.12721.con.0003.CDS.380011.381030.rev,PATRIC,CDS,380011,381030,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP075,fig:287.12722.peg.467,,,PATRIC.287.12722.287.12722.con.0002.CDS.11678.12697.fwd,PATRIC,CDS,11678,12697,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP079,fig:287.12723.peg.4170,,,PATRIC.287.12723.287.12723.con.0008.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP077,fig:287.12724.peg.5498,,,PATRIC.287.12724.287.12724.con.0017.CDS.50817.51836.fwd,PATRIC,CDS,50817,51836,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP078,fig:287.12725.peg.1603,,,PATRIC.287.12725.287.12725.con.0003.CDS.422632.423672.rev,PATRIC,CDS,422632,423672,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP081,fig:287.12726.peg.2708,,,PATRIC.287.12726.287.12726.con.0006.CDS.46564.47583.fwd,PATRIC,CDS,46564,47583,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP074,fig:287.12727.peg.3998,,,PATRIC.287.12727.287.12727.con.0008.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP084,fig:287.12728.peg.1837,,,PATRIC.287.12728.287.12728.con.0004.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP082,fig:287.12729.peg.4147,,,PATRIC.287.12729.287.12729.con.0008.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP083,fig:287.12730.peg.3914,,,PATRIC.287.12730.287.12730.con.0009.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP091,fig:287.12731.peg.2127,,,PATRIC.287.12731.287.12731.con.0005.CDS.5741.6766.fwd,PATRIC,CDS,5741,6766,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1872,fig:287.12732.peg.1407,,,PATRIC.287.12732.287.12732.con.0004.CDS.46540.47559.fwd,PATRIC,CDS,46540,47559,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP088,fig:287.12733.peg.4637,,,PATRIC.287.12733.287.12733.con.0010.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE2127,fig:287.12734.peg.36,,,PATRIC.287.12734.287.12734.con.0001.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1635,fig:287.12735.peg.5844,,,PATRIC.287.12735.287.12735.con.0022.CDS.53563.54588.rev,PATRIC,CDS,53563,54588,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1837,fig:287.12736.peg.3597,,,PATRIC.287.12736.287.12736.con.0008.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1630,fig:287.12737.peg.540,,,PATRIC.287.12737.287.12737.con.0002.CDS.46540.47559.fwd,PATRIC,CDS,46540,47559,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1903,fig:287.12738.peg.2833,,,PATRIC.287.12738.287.12738.con.0005.CDS.435352.436377.rev,PATRIC,CDS,435352,436377,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1984,fig:287.12739.peg.662,,,PATRIC.287.12739.287.12739.con.0001.CDS.653946.654983.rev,PATRIC,CDS,653946,654983,1038,-,,PLF_286_00001745,PGF_00780840,,345,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1742,fig:287.12740.peg.1581,,,PATRIC.287.12740.287.12740.con.0004.CDS.261677.262696.rev,PATRIC,CDS,261677,262696,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1934,fig:287.12741.peg.759,,,PATRIC.287.12741.287.12741.con.0002.CDS.43148.44173.fwd,PATRIC,CDS,43148,44173,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE2125,fig:287.12742.peg.2727,,,PATRIC.287.12742.287.12742.con.0007.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1745,fig:287.12743.peg.5570,,,PATRIC.287.12743.287.12743.con.0036.CDS.3398.4417.fwd,PATRIC,CDS,3398,4417,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE2126,fig:287.12744.peg.2972,,,PATRIC.287.12744.287.12744.con.0005.CDS.40347.41387.fwd,PATRIC,CDS,40347,41387,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1656,fig:287.12745.peg.3138,,,PATRIC.287.12745.287.12745.con.0007.CDS.335292.336317.rev,PATRIC,CDS,335292,336317,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1654,fig:287.12746.peg.3102,,,PATRIC.287.12746.287.12746.con.0007.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1651,fig:287.12747.peg.3603,,,PATRIC.287.12747.287.12747.con.0008.CDS.4654.5679.fwd,PATRIC,CDS,4654,5679,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1649,fig:287.12748.peg.6017,,,PATRIC.287.12748.287.12748.con.0025.CDS.51795.52820.rev,PATRIC,CDS,51795,52820,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1647,fig:287.12749.peg.6015,,,PATRIC.287.12749.287.12749.con.0025.CDS.51795.52820.rev,PATRIC,CDS,51795,52820,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1641,fig:287.12750.peg.2350,,,PATRIC.287.12750.287.12750.con.0002.CDS.1134546.1135598.rev,PATRIC,CDS,1134546,1135598,1053,-,,PLF_286_00001745,PGF_00780840,,350,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1642,fig:287.12751.peg.5955,,,PATRIC.287.12751.287.12751.con.0024.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1645,fig:287.12752.peg.1338,,,PATRIC.287.12752.287.12752.con.0002.CDS.43149.44201.fwd,PATRIC,CDS,43149,44201,1053,+,,PLF_286_00001745,PGF_00780840,,350,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1401,fig:287.12753.peg.2659,,,PATRIC.287.12753.287.12753.con.0005.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1438,fig:287.12754.peg.2529,,,PATRIC.287.12754.287.12754.con.0004.CDS.434685.435704.rev,PATRIC,CDS,434685,435704,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1439,fig:287.12755.peg.2654,,,PATRIC.287.12755.287.12755.con.0005.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1912,fig:287.12756.peg.3295,,,PATRIC.287.12756.287.12756.con.0007.CDS.42342.43367.fwd,PATRIC,CDS,42342,43367,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,PSAE1975,fig:287.12757.peg.2725,,,PATRIC.287.12757.287.12757.con.0007.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
